timestep,ha_1bpi,ca_1bpi,bb_1bpi,hant_1bpi,cant_1bpi,bbnt_1bpi,ha_1l2y,ca_1l2y,bb_1l2y,hant_1l2y,cant_1l2y,bbnt_1l2y,ha_1ubq,ca_1ubq,bb_1ubq,hant_1ubq,cant_1ubq,bbnt_1ubq,ha_1ucs,ca_1ucs,bb_1ucs,hant_1ucs,cant_1ucs,bbnt_1ucs,ha_1vii,ca_1vii,bb_1vii,hant_1vii,cant_1vii,bbnt_1vii,ha_1wm3,ca_1wm3,bb_1wm3,hant_1wm3,cant_1wm3,bbnt_1wm3,ha_2oed,ca_2oed,bb_2oed,hant_2oed,cant_2oed,bbnt_2oed,ha_2ppn,ca_2ppn,bb_2ppn,hant_2ppn,cant_2ppn,bbnt_2ppn,ha_7skw,ca_7skw,bb_7skw,hant_7skw,cant_7skw,bbnt_7skw
0.2,1.47618,1.0314,1.00563,1.39704,0.82324,0.8021,2.39499,1.72497,1.6546,1.41475,0.65397,0.61497,1.49977,1.12934,1.11021,1.37455,0.9651,0.93487,1.15506,0.8612,0.85189,1.01051,0.75025,0.73396,2.30937,1.62506,1.55527,2.09122,1.45795,1.38657,1.76215,1.02557,1.00926,1.71325,1.03267,1.00393,1.04503,0.64003,0.63071,1.00516,0.64409,0.63462,1.34224,0.91869,0.885,1.26627,0.76907,0.7542,4.63066,1.86729,1.81462,2.26981,1.84346,1.78261
0.4,1.69899,1.30498,1.26006,1.59352,1.01964,0.9919,2.80829,1.95451,1.79458,1.96574,1.012,0.9245,1.83284,1.41688,1.39246,1.67411,1.18305,1.14645,1.14386,0.75633,0.74862,0.93313,0.66914,0.65716,2.44398,1.60608,1.55158,2.17681,1.42887,1.36348,2.10929,1.23619,1.21698,2.02931,1.21607,1.18086,1.14364,0.78041,0.74763,1.09558,0.77365,0.74075,1.32122,0.80135,0.76297,1.29178,0.76085,0.72616,5.33725,2.1893,2.12218,2.68878,2.15363,2.0807
0.6,1.66736,1.194,1.15399,1.58398,0.97165,0.93487,2.87868,2.00124,1.8893,2.13751,1.11994,1.03499,1.91211,1.37602,1.34971,1.64641,1.10866,1.08166,1.3706,0.94058,0.96989,1.08454,0.78855,0.77997,2.36476,1.56288,1.50034,2.2065,1.45288,1.36855,2.11687,1.28133,1.24129,2.10168,1.29233,1.24513,1.58673,1.17353,1.12371,1.55223,1.18069,1.12515,1.32738,0.76548,0.7606,1.25454,0.71136,0.70625,5.38941,2.19561,2.12803,2.69911,2.16754,2.09552
0.8,1.59154,1.17033,1.13459,1.50366,0.90519,0.88348,2.98308,1.98289,1.75883,2.71264,1.4127,1.25732,2.18309,1.68313,1.66945,1.76704,1.21214,1.18686,1.21598,0.82445,0.84024,0.84481,0.56334,0.55114,2.67755,1.95397,1.8771,2.4244,1.74441,1.67329,1.97994,1.1691,1.13939,1.93647,1.14735,1.11059,1.46178,1.01539,0.96499,1.4265,1.01456,0.95687,1.373,0.88693,0.86092,1.26389,0.74216,0.72467,5.6309,2.1829,2.10802,2.67359,2.12366,2.04502
1,1.7344,1.33151,1.27715,1.61312,0.9888,0.95861,3.03618,2.14606,1.91104,2.51532,1.47468,1.29948,2.58143,2.1341,2.13551,1.95567,1.39374,1.35696,1.13266,0.81893,0.82151,0.97871,0.76947,0.75806,2.66419,1.88818,1.82875,2.39955,1.65594,1.58544,2.22796,1.43829,1.38586,2.21459,1.43698,1.37951,1.6109,1.05487,0.98879,1.59682,1.06145,0.99313,1.48632,0.99906,0.98094,1.44709,0.95902,0.93937,5.64442,2.1979,2.13513,2.69249,2.14073,2.07293
1.2,1.90361,1.44456,1.4111,1.80117,1.14129,1.11822,3.06937,2.08232,1.85964,2.60165,1.39393,1.22711,2.69594,2.22879,2.20995,2.08595,1.51797,1.46505,1.29593,0.87508,0.86162,1.01029,0.67061,0.64179,2.61624,1.75169,1.68488,2.47532,1.67055,1.59784,2.12434,1.40046,1.35909,2.11873,1.3911,1.34478,1.6694,1.13731,1.06339,1.64807,1.13648,1.06565,1.57113,1.0885,1.06259,1.56666,1.09169,1.06911,5.73042,2.28142,2.213,2.75716,2.21934,2.14382
1.4,2.11357,1.73533,1.70672,1.91805,1.29811,1.25844,3.15936,2.06673,1.84073,2.80808,1.47724,1.28015,2.53897,2.09645,2.0814,1.99676,1.44665,1.40211,1.47989,1.07657,1.0931,0.92766,0.55898,0.54011,2.6417,1.85836,1.78908,2.38574,1.68735,1.60017,2.03872,1.3311,1.2986,2.03189,1.31985,1.28305,1.65404,1.07686,1.00643,1.6311,1.07149,1.00126,1.67171,1.17292,1.15591,1.57167,1.06434,1.04659,5.98939,2.30556,2.2342,2.78034,2.25582,2.17904
1.6,1.93944,1.5736,1.54956,1.7556,1.17654,1.1414,3.16506,2.14655,1.93628,2.67727,1.52609,1.33722,2.64043,2.20559,2.18121,2.10704,1.61342,1.56419,1.57785,1.18987,1.17468,1.16198,0.91163,0.87942,2.76353,2.02945,1.96449,2.53357,1.85643,1.77625,2.10604,1.29883,1.25237,2.10632,1.30247,1.25158,1.95695,1.35255,1.26763,1.94291,1.35974,1.27228,1.55867,1.07387,1.05383,1.49,0.9742,0.96077,5.86891,2.35332,2.2952,2.82872,2.29145,2.22567
1.8,1.93139,1.57537,1.55613,1.73275,1.1296,1.09607,3.15967,2.09229,1.87801,2.78496,1.49272,1.31808,2.63905,2.17583,2.14692,2.08471,1.53608,1.48792,1.4361,1.08572,1.10407,1.0815,0.8971,0.8782,2.55746,1.75826,1.69064,2.28828,1.59946,1.52163,2.08706,1.32617,1.29213,2.06656,1.31102,1.27158,1.87305,1.31058,1.2348,1.86749,1.32063,1.24311,1.75884,1.27581,1.25852,1.5826,1.06103,1.03585,6.01519,2.4155,2.33879,2.84026,2.33188,2.2527
2,2.04834,1.67464,1.64392,1.84965,1.22749,1.18402,2.98786,2.08592,1.87156,2.46905,1.41801,1.24884,2.70378,2.25121,2.22606,2.17103,1.66204,1.61538,1.42906,0.97836,0.9871,1.15925,0.81,0.7899,2.5907,1.86158,1.79932,2.36057,1.7377,1.66966,2.13776,1.28772,1.25058,2.13785,1.28586,1.24389,1.64914,1.09673,1.01383,1.6308,1.10193,1.01666,1.59269,1.11504,1.09962,1.59457,1.13918,1.12521,5.85045,2.33378,2.26551,2.78904,2.22619,2.15324
2.2,2.1741,1.74771,1.70109,1.97235,1.29794,1.23918,3.35593,2.33145,2.0894,2.79962,1.56837,1.37955,2.58664,2.16196,2.12289,2.15848,1.70745,1.66295,1.4501,0.986,1.02433,0.95759,0.58448,0.57305,2.61797,1.79618,1.73844,2.39984,1.70381,1.62883,2.07725,1.3496,1.31307,2.08479,1.3601,1.31868,1.7519,1.21307,1.12084,1.7413,1.22606,1.12965,1.86484,1.40967,1.3648,1.8073,1.30912,1.27921,5.62846,2.37161,2.30455,2.82647,2.2859,2.21786
2.4,2.09674,1.65259,1.62965,1.89296,1.2224,1.17362,3.0835,2.08195,1.83646,2.73734,1.60082,1.38269,2.46779,1.99799,1.95731,2.12561,1.65406,1.60686,1.45886,0.97032,0.99479,0.98937,0.64244,0.60849,2.68897,1.89142,1.82866,2.50702,1.80078,1.7315,2.07411,1.34011,1.305,2.07123,1.34689,1.30445,1.75711,1.19954,1.12336,1.74657,1.19709,1.11889,1.93897,1.40121,1.36597,1.88576,1.2884,1.25019,6.12662,2.43463,2.36477,2.88121,2.34933,2.27821
2.6,2.12062,1.7008,1.66549,1.92908,1.28198,1.23121,3.21545,2.19422,1.9528,2.77299,1.52856,1.34275,2.59088,2.14759,2.12387,1.99684,1.44064,1.4004,1.40115,1.01439,0.99133,1.15394,0.83932,0.80764,2.64362,1.85236,1.79452,2.40394,1.71142,1.63298,2.12643,1.25789,1.21828,2.09857,1.25074,1.20313,1.92394,1.37158,1.30462,1.92741,1.38735,1.31876,2.13421,1.62857,1.59615,1.97713,1.39084,1.36378,6.90722,2.40716,2.35176,2.8342,2.3034,2.23534
2.8,2.0139,1.57381,1.53279,1.86621,1.19945,1.15152,3.10448,2.22467,2.03046,2.48984,1.30299,1.18787,2.60327,2.15571,2.13068,2.0563,1.49074,1.45434,1.58053,1.12197,1.1371,1.1894,0.86552,0.82541,2.68107,1.87005,1.81301,2.45946,1.75864,1.69064,2.10152,1.22237,1.18785,2.07315,1.20741,1.16704,1.84501,1.2293,1.13767,1.81505,1.23783,1.14382,2.03792,1.49402,1.46136,1.97636,1.41185,1.37924,7.17379,2.42073,2.35906,2.83769,2.31327,2.24042
3,2.04644,1.62615,1.59671,1.84365,1.1783,1.12823,3.0524,2.26806,2.09797,2.38037,1.46668,1.34455,2.68865,2.23915,2.2252,2.12913,1.57282,1.52482,1.57434,1.07871,1.10504,1.19142,0.79541,0.76277,2.68913,1.77152,1.68979,2.50957,1.65049,1.55711,2.23278,1.44777,1.39899,2.22806,1.43109,1.37653,2.09678,1.48385,1.38154,2.11618,1.49328,1.38938,2.06525,1.55356,1.52192,2.00811,1.45112,1.42252,7.20896,2.41689,2.35473,2.83952,2.29287,2.21705
3.2,2.09456,1.65619,1.62008,1.89494,1.21053,1.16051,2.88378,2.0002,1.79095,2.3367,1.36509,1.18933,2.76511,2.41837,2.42523,2.0642,1.55425,1.50323,1.52359,1.02876,1.053,1.09072,0.70791,0.67898,2.63784,1.83581,1.7648,2.40055,1.68021,1.60496,2.1676,1.28638,1.23464,2.16348,1.27553,1.21775,2.10286,1.48722,1.38998,2.10516,1.48853,1.39198,2.26092,1.7741,1.73166,2.07346,1.51525,1.47617,7.28198,2.39136,2.33152,2.83417,2.2814,2.21135
3.4,2.0268,1.61335,1.5794,1.86573,1.22919,1.17897,3.12785,1.99348,1.78628,2.73762,1.39782,1.21947,2.85327,2.54282,2.55683,2.0468,1.55853,1.5091,1.50169,1.04021,1.04588,1.16244,0.79707,0.77703,2.63774,1.75449,1.6813,2.43531,1.64996,1.57215,2.08968,1.34812,1.29866,2.1017,1.34838,1.29493,2.24978,1.68201,1.58638,2.20822,1.67142,1.58357,2.36535,1.86606,1.83671,2.06752,1.47606,1.4461,6.79502,2.36453,2.30642,2.81944,2.27067,2.20099
3.6,1.88909,1.43731,1.42212,1.74339,1.09206,1.06503,3.03094,2.1112,1.9254,2.4183,1.2916,1.13296,2.88856,2.53743,2.55898,2.12102,1.5804,1.53294,1.57691,1.1123,1.10856,1.07833,0.67818,0.66072,2.6441,1.86672,1.78536,2.40225,1.6806,1.5952,2.22372,1.39939,1.35337,2.21336,1.39701,1.34807,2.36531,1.7009,1.58056,2.35345,1.66017,1.54703,2.60517,2.13815,2.09362,2.18068,1.6495,1.61406,6.94664,2.39396,2.33215,2.83431,2.27481,2.20011
3.8,2.10176,1.72237,1.69048,1.8827,1.25924,1.2074,3.39201,2.18162,1.94408,3.01117,1.6625,1.44638,2.65873,2.24343,2.22196,2.12988,1.59772,1.55806,1.73932,1.26182,1.25603,1.21692,0.82343,0.79203,2.69161,1.87238,1.7913,2.47992,1.75476,1.66877,2.2063,1.33837,1.30068,2.18601,1.3345,1.28972,2.59105,1.94391,1.82531,2.54989,1.91679,1.81488,2.69608,2.29467,2.25584,2.09842,1.5384,1.49655,7.39939,2.37538,2.3101,2.82207,2.26356,2.18637
4,1.99738,1.63464,1.61823,1.78807,1.18634,1.15569,3.16011,2.07225,1.82208,2.75494,1.55029,1.32363,2.38949,1.95205,1.91816,1.97658,1.49288,1.44556,1.62609,1.13414,1.13984,1.13413,0.72966,0.70787,2.60942,1.81832,1.75171,2.35655,1.666,1.59893,2.17559,1.35835,1.31324,2.17195,1.34905,1.30029,2.57249,1.90909,1.78971,2.55005,1.87555,1.76611,2.5018,2.02467,1.98677,2.10076,1.58215,1.55395,7.31916,2.43883,2.37962,2.88024,2.33613,2.26193
4.2,2.02867,1.6479,1.621,1.79587,1.16578,1.12184,3.31256,2.19166,1.94459,2.80195,1.55998,1.35153,2.52064,2.12571,2.09338,2.0338,1.55099,1.50173,1.60193,1.16212,1.16777,1.06877,0.70242,0.67445,2.6324,1.81258,1.74963,2.42592,1.70821,1.63888,2.22815,1.40006,1.36046,2.17138,1.39617,1.34627,2.56187,1.92343,1.81146,2.47096,1.85562,1.76373,2.57971,2.15036,2.10568,2.20422,1.70276,1.6648,7.35135,2.44343,2.38114,2.86986,2.35334,2.27724
4.4,2.06972,1.68882,1.66435,1.86155,1.23299,1.19319,3.16195,2.21307,1.99697,2.58485,1.36816,1.19804,2.72117,2.45183,2.46761,1.96367,1.45697,1.42427,1.60768,1.17099,1.17159,1.26559,0.93968,0.91128,2.66789,1.83189,1.77677,2.42904,1.68181,1.6154,2.30149,1.42989,1.38723,2.25258,1.42781,1.37584,2.53362,1.9026,1.80805,2.51552,1.89723,1.80514,2.35878,1.85686,1.81282,2.14283,1.59484,1.55828,7.1559,2.36019,2.29693,2.79496,2.26002,2.18554
4.6,2.11538,1.75093,1.71732,1.91392,1.31503,1.2702,3.24969,2.29731,2.0458,2.65211,1.50474,1.299,2.52368,2.20269,2.19025,1.93111,1.44973,1.41514,1.70957,1.30052,1.27977,1.43424,1.12039,1.074,2.83906,2.02607,1.94798,2.62528,1.90976,1.81974,2.18373,1.29244,1.25539,2.12287,1.28981,1.23997,2.43111,1.84549,1.75091,2.42362,1.84871,1.75457,2.63457,2.12526,2.08748,2.23842,1.64578,1.61035,7.37626,2.4239,2.36504,2.84188,2.31416,2.24228
4.8,2.08095,1.65437,1.62651,1.894,1.24079,1.1948,3.30731,2.23562,1.98638,2.81904,1.5776,1.36296,2.41646,1.99593,1.97439,1.93861,1.39632,1.36371,1.49905,1.08345,1.10957,1.04032,0.71913,0.71312,2.71593,1.86491,1.79271,2.44806,1.68937,1.60856,2.25099,1.41312,1.37614,2.19106,1.39494,1.35178,2.43247,1.77163,1.68049,2.38725,1.72756,1.64192,2.41967,1.88387,1.83754,2.19741,1.62117,1.59157,7.0344,2.34719,2.2852,2.77027,2.23256,2.15889
5,2.02085,1.62434,1.59816,1.81532,1.15765,1.11331,3.20249,2.3558,2.15558,2.46089,1.46203,1.32181,2.66659,2.31386,2.30519,1.9645,1.45577,1.421,1.52702,1.08525,1.08858,1.14632,0.79029,0.7499,2.70979,1.776,1.71209,2.53116,1.65964,1.585,2.10657,1.38297,1.34927,2.10418,1.39507,1.35733,2.52425,1.94082,1.84095,2.50915,1.93764,1.84113,2.46559,1.99699,1.95906,2.23468,1.70072,1.67182,7.28434,2.3302,2.27171,2.73752,2.19468,2.12257
5.2,2.13756,1.71301,1.69455,1.9183,1.27196,1.2218,3.21212,2.19607,1.9499,2.74287,1.53202,1.32538,2.70255,2.37021,2.3788,1.99606,1.48259,1.45737,1.64072,1.208,1.21323,1.25651,0.96976,0.92812,2.64479,1.8597,1.78968,2.39992,1.71686,1.64096,2.17557,1.32513,1.28333,2.13441,1.31459,1.2669,2.52587,2.00634,1.92626,2.51898,2.01446,1.93955,2.46137,1.97829,1.9345,2.14197,1.58079,1.54354,6.99667,2.31776,2.25926,2.75617,2.21087,2.13887
5.4,2.13626,1.68507,1.64959,1.96242,1.29934,1.24852,3.13411,2.20187,2.01352,2.57654,1.44969,1.31313,2.69291,2.38684,2.40276,1.96494,1.4212,1.39576,1.65929,1.1911,1.22159,1.16221,0.82704,0.81973,2.74498,1.9209,1.82449,2.55681,1.79375,1.69287,2.28205,1.49353,1.45421,2.27698,1.50896,1.46001,2.47131,1.82789,1.70891,2.47508,1.81777,1.70418,2.58759,2.09897,2.06012,2.28976,1.74062,1.7088,6.97167,2.33042,2.27244,2.76651,2.21849,2.14742
5.6,1.96474,1.54188,1.52624,1.79148,1.12122,1.09394,3.16457,2.16192,1.93289,2.69638,1.49503,1.31582,2.81705,2.541,2.55779,2.00098,1.51532,1.47718,1.47414,1.02851,1.05823,1.11764,0.73212,0.73847,2.64154,1.88562,1.81367,2.36236,1.73732,1.652,2.27539,1.44042,1.39002,2.28066,1.44667,1.39147,2.57697,1.89651,1.7663,2.53874,1.85928,1.73862,2.45444,1.97033,1.93241,2.14974,1.58058,1.54906,6.8352,2.45688,2.40829,2.90338,2.34677,2.28392
5.8,2.01409,1.61238,1.58136,1.83518,1.17496,1.13405,2.95572,2.07827,1.86938,2.4716,1.48207,1.31372,2.70035,2.32806,2.32879,1.91655,1.39517,1.35264,1.66132,1.19,1.21621,1.1785,0.82442,0.80053,2.68839,1.98684,1.90293,2.44623,1.84132,1.74686,2.20072,1.31774,1.27539,2.18622,1.31536,1.26807,2.62559,1.90058,1.78431,2.58852,1.85517,1.74741,2.61057,2.10043,2.06348,2.18151,1.60209,1.57025,6.98689,2.36566,2.31084,2.83383,2.25737,2.18555
6,2.16269,1.73613,1.70781,1.95885,1.31275,1.25815,3.21939,2.20997,2.01316,2.71106,1.48552,1.31836,2.59421,2.27414,2.26826,1.95807,1.48093,1.4486,1.58047,1.13251,1.14183,1.27526,0.98578,0.95529,2.71442,1.92181,1.84426,2.47724,1.79689,1.70908,2.34967,1.4378,1.38828,2.34236,1.44505,1.38837,2.6144,1.95783,1.85758,2.58444,1.93162,1.83492,2.39982,1.88199,1.85038,2.10936,1.51922,1.49133,6.78499,2.42819,2.37713,2.85973,2.32263,2.2576
6.2,2.05565,1.6727,1.63854,1.85079,1.21633,1.16167,3.17391,2.18694,1.94136,2.6187,1.4286,1.26203,2.60193,2.24638,2.25377,1.95214,1.43761,1.40283,1.57128,1.07252,1.08147,1.19217,0.80946,0.78733,2.72352,1.89327,1.82468,2.46898,1.74106,1.65943,2.43698,1.4855,1.44615,2.37856,1.48288,1.43114,2.87906,2.12604,2.01008,2.87874,2.1123,1.99976,2.37273,1.87594,1.83872,2.13734,1.56752,1.53376,6.49843,2.39238,2.33244,2.83563,2.26833,2.19601
6.4,2.16407,1.76275,1.72822,1.95784,1.32169,1.27357,3.19491,2.1734,1.94878,2.70764,1.49749,1.30796,2.7344,2.4063,2.41581,1.99615,1.46525,1.43235,1.42786,0.95427,0.95719,1.02032,0.62043,0.59729,2.83991,2.09577,2.00825,2.55831,1.92329,1.83363,2.39896,1.37344,1.3289,2.32518,1.34828,1.28948,2.66245,1.93752,1.84315,2.65447,1.92428,1.83627,2.35839,1.83848,1.80438,2.0963,1.51131,1.4798,6.54611,2.31715,2.26146,2.78466,2.22557,2.15779
6.6,2.08316,1.65917,1.63731,1.88016,1.22576,1.18626,3.12606,2.12787,1.88654,2.622,1.47232,1.28613,2.78441,2.48709,2.51795,1.95712,1.43344,1.39818,1.64869,1.21945,1.23419,1.20846,0.89196,0.87483,2.70936,1.8785,1.81893,2.42126,1.69571,1.62653,2.36503,1.35654,1.32145,2.23425,1.32095,1.27674,2.62287,1.94924,1.84676,2.59606,1.92578,1.82725,2.35535,1.81847,1.78404,2.05426,1.48596,1.46585,6.62665,2.38107,2.31892,2.80249,2.27353,2.19695
6.8,2.1135,1.68596,1.66882,1.90452,1.25429,1.21576,3.28029,2.29692,2.06274,2.72853,1.43197,1.25336,2.77452,2.46567,2.48578,2.01015,1.47932,1.43938,1.58602,1.16911,1.19,1.07384,0.77131,0.75763,2.79112,1.92626,1.84382,2.60496,1.79931,1.71258,2.35065,1.37108,1.31598,2.29237,1.36526,1.29681,2.62863,2.00392,1.90345,2.62681,2.01232,1.91284,2.26975,1.68396,1.64983,2.07547,1.47689,1.45414,6.5063,2.38632,2.32784,2.82689,2.28315,2.20958
7,2.01899,1.58677,1.55775,1.8385,1.19868,1.15132,3.22401,2.22512,1.9638,2.70457,1.48512,1.27963,2.66518,2.3769,2.39473,1.94929,1.44058,1.41006,1.40734,1.00455,1.03057,1.12172,0.81374,0.79793,2.71707,2.00521,1.94276,2.46568,1.82453,1.74954,2.40409,1.41085,1.3664,2.33821,1.3892,1.33707,2.6481,2.00992,1.89469,2.62111,1.98658,1.8767,2.41065,1.85816,1.80712,2.12869,1.51993,1.48294,6.76885,2.43682,2.37606,2.86593,2.35162,2.27741
7.2,2.1739,1.71351,1.68629,1.9647,1.26247,1.21896,3.23414,2.07915,1.81615,2.90814,1.62486,1.38713,2.69582,2.37517,2.3788,1.99425,1.4886,1.45992,1.57392,1.1101,1.12853,1.06523,0.76554,0.74665,2.73539,1.92926,1.83626,2.51826,1.80971,1.70425,2.38001,1.37927,1.33754,2.30097,1.35723,1.30349,2.54551,1.886,1.78446,2.51892,1.87286,1.77612,2.49672,1.91843,1.87826,2.19723,1.57903,1.55172,6.94661,2.29672,2.23704,2.71952,2.16971,2.09756
7.4,2.11441,1.69952,1.6722,1.92687,1.29777,1.25183,3.39365,2.2499,2.00647,2.8542,1.61295,1.40412,2.70587,2.42544,2.43582,2.00344,1.49406,1.45469,1.44294,0.99791,1.00856,1.13236,0.80678,0.78348,2.77487,1.98878,1.91407,2.41342,1.73253,1.6407,2.42051,1.43769,1.40155,2.34744,1.42547,1.37806,2.51228,1.94006,1.8419,2.49631,1.94268,1.84683,2.62519,2.04467,2.009,2.2217,1.53298,1.50141,7.00275,2.41839,2.35231,2.82757,2.29268,2.21345
7.6,2.29578,1.84364,1.79991,2.1378,1.50973,1.4422,3.101,2.10735,1.87902,2.62255,1.44157,1.24633,2.83165,2.57477,2.60187,2.00296,1.49681,1.45031,1.54225,1.05172,1.0714,1.19798,0.84219,0.80186,2.72099,1.89189,1.80933,2.47159,1.78741,1.69763,2.35214,1.34872,1.30784,2.29936,1.3467,1.29411,2.4371,1.78258,1.67501,2.4193,1.76166,1.66394,2.88588,2.36926,2.32819,2.28923,1.62044,1.58085,7.09412,2.36752,2.30478,2.80754,2.25303,2.17762
7.8,2.16879,1.66547,1.64045,1.98258,1.23687,1.18915,3.20443,2.07647,1.8584,2.81255,1.55745,1.35295,2.69637,2.43375,2.4413,1.99073,1.5042,1.46276,1.47686,1.10643,1.08813,1.32404,1.03592,0.99152,2.65945,1.92489,1.84699,2.36581,1.75881,1.66577,2.45784,1.52325,1.48076,2.43126,1.52718,1.47273,2.70121,2.01911,1.91121,2.67749,2.00291,1.90055,2.78482,2.26568,2.23143,2.2812,1.60624,1.57419,7.02449,2.4288,2.35581,2.84468,2.31791,2.23543
8,2.13098,1.61155,1.59003,1.95931,1.21544,1.17274,3.15491,2.05164,1.81844,2.67025,1.52396,1.31909,2.70476,2.44084,2.45856,1.99352,1.50809,1.47597,1.47171,1.0114,1.02908,1.18704,0.82193,0.78352,2.63938,1.82657,1.73309,2.44714,1.73773,1.63212,2.34426,1.40855,1.34999,2.33089,1.4067,1.34285,2.78203,2.07057,1.95063,2.77921,2.05324,1.93779,2.74543,2.23231,2.1973,2.18888,1.53506,1.50424,7.11951,2.41912,2.35104,2.85188,2.30574,2.22358
8.2,2.12593,1.66045,1.63037,1.93512,1.24198,1.19433,3.44951,2.27624,1.98295,3.13994,1.83701,1.60335,2.9959,2.73974,2.8021,2.0163,1.48282,1.44881,1.84047,1.41061,1.44433,1.33726,1.02323,0.99217,2.80946,2.11327,2.04169,2.549,1.96149,1.87752,2.23704,1.33782,1.28763,2.22195,1.3322,1.27349,2.70475,2.035,1.91635,2.71231,2.03892,1.9213,2.7095,2.23841,2.20768,2.25672,1.61544,1.5865,6.91707,2.33297,2.2683,2.76482,2.23991,2.16428
8.4,2.13628,1.7203,1.69505,1.94169,1.3231,1.27263,3.19023,2.21109,1.93994,2.68395,1.544,1.34338,2.76434,2.50069,2.53515,1.9548,1.44177,1.41852,1.53617,1.1188,1.13617,1.2096,0.88622,0.86514,2.60834,1.79998,1.72811,2.35182,1.67273,1.59607,2.2547,1.32256,1.27202,2.21151,1.29624,1.23619,2.9767,2.28883,2.16004,2.98997,2.29809,2.16863,2.7263,2.20758,2.17124,2.28164,1.63622,1.6066,6.56556,2.47043,2.40593,2.90502,2.37756,2.29914
8.6,2.09866,1.62971,1.59927,1.91033,1.21131,1.15872,3.23634,2.28422,2.0431,2.5851,1.41524,1.25051,2.76625,2.50155,2.53069,1.9406,1.38331,1.34286,1.60655,1.0596,1.05856,1.28834,0.87904,0.83477,2.66681,1.8461,1.76641,2.46508,1.7312,1.65225,2.23145,1.30207,1.26123,2.20523,1.28299,1.23474,3.20121,2.55396,2.41457,3.19372,2.52119,2.39004,2.68943,2.14322,2.10411,2.25917,1.60148,1.56898,6.12594,2.41932,2.3598,2.87194,2.32066,2.24606
8.8,2.15557,1.68964,1.65914,1.95598,1.2666,1.20999,3.30056,2.28547,2.03449,2.84835,1.56134,1.38481,2.91318,2.70249,2.7315,1.94317,1.37668,1.34454,1.50186,0.93587,0.96312,1.11462,0.76139,0.72683,2.66158,1.82315,1.75098,2.43282,1.68859,1.60996,2.13259,1.2356,1.19079,2.09709,1.20222,1.15273,3.0693,2.43754,2.32653,3.05474,2.41256,2.30821,2.9089,2.40187,2.36394,2.18408,1.48414,1.45203,5.83626,2.42363,2.35917,2.8803,2.32296,2.24697
9,2.16864,1.7546,1.71944,2.0131,1.43181,1.37327,3.3486,2.41,2.17695,2.76207,1.65551,1.48873,2.92392,2.70917,2.73103,1.91538,1.34423,1.29896,1.4266,0.9225,0.9432,1.0872,0.75196,0.73147,2.75483,1.91539,1.84863,2.5499,1.80983,1.73013,2.33245,1.35019,1.30098,2.3054,1.33672,1.27775,2.50767,1.83427,1.70725,2.51501,1.81795,1.69378,2.64238,2.09264,2.05788,2.22719,1.51532,1.48666,6.25625,2.4828,2.41538,2.94201,2.3932,2.31365
9.2,2.23127,1.7237,1.69413,2.03227,1.30527,1.25262,3.31128,2.20755,1.92426,2.9358,1.6247,1.40915,2.95689,2.75445,2.768,1.94212,1.39799,1.36003,1.46238,0.98749,0.98747,1.10226,0.73913,0.72703,2.56827,1.6826,1.61297,2.39436,1.61838,1.53737,2.17583,1.33656,1.29732,2.14155,1.31612,1.26714,2.81196,2.11391,1.97955,2.7989,2.08507,1.95608,2.64618,2.15977,2.12747,2.15728,1.49466,1.46333,5.94822,2.41168,2.35079,2.8652,2.31499,2.24163
9.4,2.25091,1.76183,1.72797,2.05345,1.32868,1.27269,3.25039,2.19999,1.95243,2.8159,1.62628,1.42751,3.14833,3.02048,3.10998,1.83808,1.26983,1.2379,1.46826,0.94255,0.9577,1.18877,0.84688,0.82711,2.58627,1.76689,1.68632,2.40492,1.70577,1.61397,2.17983,1.26607,1.22426,2.15691,1.24073,1.19366,2.53776,1.93927,1.84996,2.55903,1.94266,1.85705,2.49465,1.96289,1.92722,2.17894,1.54444,1.51472,5.96777,2.47514,2.40694,2.91888,2.3799,2.29876
9.6,2.26267,1.70488,1.66801,2.12732,1.3656,1.31102,3.25753,2.27474,2.01072,2.72828,1.56521,1.35743,3.21894,3.06537,3.14278,1.9462,1.35581,1.30627,1.87777,1.31374,1.33103,1.25085,0.84963,0.81411,2.68284,1.86145,1.78303,2.44817,1.73039,1.64249,2.36153,1.39659,1.3371,2.33364,1.38052,1.31531,2.53121,1.84511,1.74746,2.50602,1.82329,1.7347,2.58369,2.05859,2.02852,2.15634,1.48404,1.45953,6.0455,2.47171,2.40292,2.92994,2.36506,2.28476
9.8,2.22758,1.7606,1.71976,2.01958,1.29531,1.24106,3.03895,2.11243,1.89552,2.57705,1.4911,1.30207,3.17758,3.053,3.10412,1.95743,1.3718,1.33549,1.81776,1.23465,1.23956,1.27736,0.85295,0.81687,2.56938,1.73677,1.66236,2.37117,1.66379,1.5738,2.20605,1.30391,1.26843,2.16629,1.291,1.24286,2.55353,1.85594,1.75069,2.5494,1.86569,1.76116,2.59712,2.07371,2.03108,2.19855,1.5747,1.54069,6.4322,2.46283,2.39782,2.91929,2.37081,2.29535
