197.11462,233.01393,237.49369
198.51880,235.26888,240.63854
198.67629,236.60869,242.59474
196.91845,231.26616,233.83452
196.85518,232.47115,237.99506
199.32109,236.82158,243.21612
185.07814,221.47687,229.10759
190.27575,226.86521,235.05695
198.59562,235.38206,243.75782
180.58588,214.53723,220.77880
178.44277,210.70975,216.56489
181.85347,215.08114,220.19633
187.48213,223.78598,229.70189
190.05482,225.63740,231.50330
186.47775,220.24764,226.16023
180.24592,213.70590,217.77287
185.42461,220.38491,225.87991
198.56353,235.80503,241.03486
180.22775,213.91739,219.18830
186.03557,220.36014,226.78001
190.86027,227.93215,234.83256
179.53219,215.06495,220.79622
184.82421,218.72892,225.52664
175.98080,210.37696,216.26151
184.84045,218.37501,224.03947
178.96228,212.81043,219.25060
185.49382,219.86094,225.96367
173.36629,206.22919,211.59936
171.98837,204.60877,209.93794
175.02412,206.69567,212.21366
185.70574,221.01905,227.74175
162.88036,194.83537,200.18338
176.99878,210.58999,216.26705
162.96494,194.17096,199.81815
176.05613,208.74827,214.31335
163.49293,195.81928,201.10478
171.60259,205.21221,211.98425
166.05863,198.65111,204.13975
174.29697,207.50721,213.75402
162.69568,194.56810,199.45515
172.68604,206.85436,212.48604
172.21067,205.92030,211.62006
181.34400,216.41024,223.09305
167.02949,198.46671,203.62304
172.49778,206.24197,212.01817
174.70685,208.56144,215.08084
169.84425,201.54689,208.65130
169.74622,204.30987,210.64595
162.20877,194.29364,199.90908
164.10831,196.35447,201.16538
175.24343,209.51970,216.18706
160.41516,192.03779,195.60938
172.07944,207.16021,212.81523
170.98441,203.64891,210.13790
171.98641,207.65388,214.22429
176.01241,209.95494,215.42133
171.71580,203.88884,209.04290
178.99884,212.67373,218.76400
174.77411,209.32919,215.63980
177.71067,212.17775,217.37698
169.33862,202.18328,207.39557
171.07670,204.82657,209.86980
170.98076,205.17333,211.50296
170.67845,206.20814,213.20791
164.37657,195.20307,201.43542
161.66648,192.81530,199.91718
176.50133,209.43831,214.73394
162.58259,194.13827,199.29999
155.81082,186.62199,191.93116
165.39939,196.14384,201.48933
177.93841,209.18072,216.68039
181.11630,211.39123,216.98555
191.01158,225.05345,232.20622
187.48926,220.88321,227.29750
191.36295,226.75155,233.35560
178.35941,210.23991,217.41412
189.63413,224.07832,231.49064
200.67731,237.86275,245.82300
191.84499,222.03589,228.48646
206.11871,237.18706,243.73489
204.94535,234.85545,240.75812
202.89425,233.03997,239.47967
208.00174,241.73781,248.94258
192.04312,225.72448,232.31196
183.41065,217.65622,224.66599
192.28012,224.81676,231.58807
164.04145,198.04092,203.70756
175.96301,206.10946,211.25037
159.38905,188.94550,195.10812
145.85115,175.73270,182.76737
144.52393,176.85276,184.54437
136.98736,167.62345,175.05510
140.45494,173.58183,182.58545
150.50798,183.30733,190.98437
139.61878,168.70221,175.83401
148.67619,182.70329,190.63207
156.62269,191.62090,199.69329
137.89686,170.20357,178.33558
138.58351,169.23485,177.00069
144.98534,176.57006,184.58394
131.83200,160.92980,167.95638
138.61692,168.80896,176.65796
140.22706,173.65179,181.72012
144.69326,177.48674,184.89992
148.62264,182.69292,189.71925
152.31703,185.87625,193.61688
143.00904,175.31612,182.69288
150.95574,183.47556,188.83693
156.93906,191.76644,197.81820
147.67294,177.98268,183.45072
156.98073,190.57910,197.68832
161.14077,192.53954,199.29386
161.28994,194.78700,200.50101
161.23578,195.25786,200.22864
143.99161,175.91583,181.20291
161.84332,195.12389,200.18810
153.26315,183.67187,190.52740
147.59009,177.31416,183.09814
146.59473,179.42581,185.88172
150.12396,181.42403,186.50802
169.85687,198.45320,204.27235
172.99525,201.02269,207.24499
166.23356,197.92370,204.89947
176.19450,205.29293,211.75647
163.41953,190.39598,196.42894
163.84485,194.48874,199.80305
175.64041,204.29030,210.48361
176.74633,203.65392,209.35475
169.57546,200.00756,206.98102
158.12856,183.81745,188.98714
162.02726,191.79269,197.92127
164.06393,194.28364,200.57807
167.80762,197.58386,203.05484
166.24219,194.86439,200.14626
169.44057,195.69831,200.28181
153.27299,182.14075,186.80304
151.47923,180.90831,185.98385
144.35423,175.01230,180.42271
162.97123,194.26507,200.16844
150.96624,180.67386,185.82145
152.47683,180.24097,185.40560
153.95796,184.96810,191.04867
169.50921,194.92005,200.28838
168.67290,196.50760,203.63797
175.54637,202.44117,207.48677
160.72282,185.89975,191.59233
160.87009,187.26019,192.37859
151.51325,175.76353,180.51807
162.84497,188.73747,193.26482
158.16145,186.46894,191.30271
172.87247,199.62846,206.00933
166.03682,192.51348,198.53778
163.26409,190.20593,195.31277
160.85923,190.91127,196.64206
154.22288,182.22908,188.17661
161.73108,192.24041,199.43573
153.05781,183.47233,188.89000
143.71339,173.91400,180.63264
147.36966,175.83584,181.40076
152.04772,181.07528,186.33049
160.33712,190.55639,195.99122
162.08646,194.09297,200.85031
151.96451,181.03793,186.47642
167.03717,198.42759,204.91482
156.13080,183.99016,190.10649
153.47386,183.16620,189.30625
129.17356,157.33670,163.66369
143.71204,168.80066,174.11436
158.51269,190.73221,196.87254
139.78950,170.67440,177.61440
139.90581,170.75631,179.57367
139.34410,170.32775,177.30022
138.78113,169.71100,176.57726
136.11925,165.22023,172.49803
138.77933,169.19400,175.62889
139.14953,168.26752,175.36250
138.84159,167.96334,174.83561
134.81834,163.60842,169.84314
135.69080,166.35580,172.62613
141.95210,172.48434,178.05169
135.08334,162.08189,169.11809
139.41765,169.95906,177.02090
134.18684,162.05139,167.51905
125.29313,154.12732,160.59331
134.99032,165.75939,172.71423
129.56529,160.13654,165.60137
132.44383,163.10036,168.53881
133.37962,163.18397,170.26953
130.40512,157.12343,163.20877
136.87279,166.11351,171.23516
143.39380,173.82078,180.07124
137.03339,166.76603,172.59096
136.73000,165.25815,171.42533
125.47960,155.38646,162.13354
133.80515,162.23853,168.53570
135.26573,163.84398,169.78433
161.69248,190.01950,196.25107
151.27721,180.32897,186.31648
136.99218,165.15583,171.36288
148.31444,176.64309,184.82493
157.59312,187.87487,194.28671
148.02075,177.56132,182.99116
164.03372,190.91617,197.43259
178.84484,208.18134,213.85073
165.15189,192.23468,199.02720
170.57684,198.68584,204.79312
171.23513,198.93858,206.27578
167.74512,193.92375,199.18900
175.90470,203.95097,210.05592
174.46171,202.69807,209.27392
171.91204,198.98071,205.20813
154.79133,181.89354,187.66768
153.72196,179.20313,184.89470
145.64981,170.89294,176.70913
147.95584,173.89043,181.27099
144.48006,169.46871,175.87316
152.42030,179.67066,185.42222
158.27340,186.41533,192.49923
153.17083,180.89955,187.04816
160.30218,189.91083,196.53634
153.22965,180.00845,186.24284
150.43179,177.13618,183.01476
147.31018,171.89534,178.68986
152.31896,180.59133,186.96180
143.58445,167.80569,174.18670
147.98838,174.40605,180.62143
153.81509,180.07215,185.96471
152.37973,179.87702,185.99118
152.87367,180.65069,186.09094
159.50573,186.76062,193.84174
161.08308,188.64674,196.31892
165.97078,198.04796,205.45376
171.13607,201.65227,209.28929
155.34971,183.55898,189.07314
149.38693,176.69500,183.20504
148.58666,176.37675,181.46608
152.65722,178.64216,183.61168
141.83833,166.41041,172.05505
157.31642,184.97448,190.95926
149.83886,175.34432,181.52541
151.43656,177.44569,183.40897
149.60260,176.70083,182.17341
161.69707,189.74468,195.44116
145.31219,170.66229,174.92744
148.91151,176.21972,182.27436
148.98788,175.03220,180.70447
146.92736,173.87870,179.01880
154.38916,180.56989,186.43941
157.55511,185.47183,192.39199
153.30176,179.41771,184.67163
155.22976,182.46810,188.54696
157.11693,183.90858,190.28132
147.33421,174.65923,179.90547
142.80133,168.00479,173.52581
145.73348,169.64066,175.27036
146.09690,171.08825,177.87437
164.11090,191.96279,197.66169
151.49018,179.35819,185.05051
149.44125,172.94302,178.18311
163.81975,190.80727,196.55350
151.97857,179.25381,185.66732
153.46105,178.45523,185.78796
141.99774,165.54999,170.38323
157.04455,184.09936,190.34058
148.28242,173.42886,178.65078
163.60060,188.66567,195.01884
179.53829,207.29808,213.82673
170.81173,197.32342,203.02035
