63.98857,77.05689,80.64980
52.05721,62.87459,65.43159
49.56716,59.85411,62.32912
37.32951,48.48415,50.68698
35.85195,46.92175,49.24011
34.15189,43.27289,45.18532
39.39807,50.54857,53.13821
34.10248,42.74490,45.47665
38.45006,48.90910,51.53822
35.21666,44.90246,47.74654
40.49211,52.23532,54.87898
34.21488,43.19940,44.89731
39.45413,50.49940,52.50755
32.23968,42.04070,44.70609
34.09603,44.09277,46.57498
41.08896,52.94466,55.26151
41.59524,52.13860,54.60204
39.37905,49.51674,52.57849
34.64392,42.56808,45.27921
36.09733,45.25296,48.01789
33.10471,40.86030,43.53624
36.20976,45.11949,47.16158
35.65894,43.85016,46.35647
38.19982,47.85509,50.99961
35.59547,45.63638,48.90095
35.22927,44.63782,46.97380
35.25066,45.35922,48.23821
34.02166,42.25549,44.49239
39.34852,49.24555,52.34618
41.78405,52.54209,55.19933
37.70387,47.61401,49.73854
40.15879,50.97159,53.77252
32.42947,41.68284,43.92098
37.35636,46.40792,49.01473
35.49597,43.89354,46.28465
42.08491,51.62426,54.44225
40.81138,49.59575,51.94725
37.70990,48.07945,51.02565
38.56911,48.16508,50.70431
42.40172,51.94687,54.27468
31.05879,38.71446,41.21106
33.22233,42.92202,45.17660
34.18728,42.90375,44.75555
35.13710,44.61324,47.13503
43.41737,55.47926,58.05060
47.71181,59.71726,63.02998
41.50076,53.21339,55.36211
38.81707,49.34205,52.29233
43.55339,56.38090,59.58459
44.11945,55.66787,58.59415
44.79721,58.42120,61.38299
42.99089,54.73621,57.82291
43.29907,55.16492,57.79569
46.43077,59.31681,61.89558
38.54071,50.23053,53.18007
40.47640,53.80407,56.63880
36.98330,48.19506,51.11911
40.69100,52.83887,55.63579
36.60366,46.43300,49.31255
36.79941,48.38065,50.80266
35.73331,46.43014,49.35470
39.19498,50.25718,52.56497
29.91286,39.17203,41.14517
37.23479,47.95257,49.97214
31.29762,39.49742,40.75188
22.08627,28.02972,28.28017
27.11239,34.54879,34.52701
30.74866,40.36965,41.41314
27.97582,36.35241,37.01520
25.16139,33.41271,36.27825
22.77203,30.65698,32.85201
24.95419,34.10100,36.72204
17.49764,21.52812,21.83201
10.58008,14.09595,14.22592
18.88648,25.45934,26.01803
17.06033,24.72646,25.97596
23.52962,30.72579,31.38988
19.76847,26.62683,28.54358
23.05020,30.30706,31.03058
14.80947,19.61480,20.89659
19.72960,25.59754,27.32528
21.35209,28.39287,29.66077
15.38997,21.27738,22.96563
20.38568,27.78466,29.65803
28.40471,35.81406,36.90807
9.45864,11.81820,10.94131
17.37329,24.98603,26.54533
21.23079,27.49439,29.89791
21.85752,30.23273,31.80752
21.19671,28.71884,30.38352
12.51758,17.56143,19.84016
22.01784,29.35999,31.48791
14.13193,18.75832,19.92580
26.48157,34.42718,35.37141
25.12021,31.96209,34.49026
20.58711,25.97009,26.68755
24.35299,31.62104,33.42390
20.04471,28.21605,31.31327
